ID,Topic,Sentiment,Text,Timestamp,IngestedAt,TextLength
2284,CallOfDuty,Negative,"Modern warfare must be the most broken call of duty ever, how have these developers been making call of duty for 10+ years and still have such a broken game",2025-10-14 20:45:50,2025-10-14 20:46:00,156
2284,CallOfDuty,Negative,Modern warfare has to be the most broken Call of Duty ever. How have these developers made a Call of Duty for more than 10 years and still have such a broken game?,2025-10-14 20:45:50,2025-10-14 20:46:00,163
2284,CallOfDuty,Negative,"Modern war should be the most broken debt challenge, as these developers have been doing the debt challenge for more than a decade and still have such a broken game",2025-10-14 20:45:50,2025-10-14 20:46:00,164
2284,CallOfDuty,Negative,"Modern warfare must be the most broken call of duty nowadays, how have these developers known making call of duty for 10+ years and still have shipped a broken game",2025-10-14 20:45:50,2025-10-14 20:46:00,164
2284,CallOfDuty,Negative,"Modern electronic warfare must be the most expensive broken game call of duty here ever, how much have these developers just been making call of duty for 10 + years and still have such a broken game",2025-10-14 20:45:50,2025-10-14 20:46:00,198
2284,CallOfDuty,Negative,"Modern warfare might be the best broken call of duty ever, how have these developers been making call of duty for 10+ years and you have such as broken game",2025-10-14 20:45:50,2025-10-14 20:46:00,156
2285,CallOfDuty,Irrelevant,.  aye this man is hilarious dawg,2025-10-14 20:45:50,2025-10-14 20:46:00,33
2285,CallOfDuty,Irrelevant,aye this man is hilarious dawg,2025-10-14 20:45:50,2025-10-14 20:46:00,30
2285,CallOfDuty,Irrelevant,. ye this man is special awg,2025-10-14 20:45:50,2025-10-14 20:46:00,28
2285,CallOfDuty,Irrelevant,.  aye this man is hilarious<unk>,2025-10-14 20:45:50,2025-10-14 20:46:00,33
2285,CallOfDuty,Irrelevant,. aye this naked man is really hilarious dawg,2025-10-14 20:45:50,2025-10-14 20:46:00,45
2285,CallOfDuty,Irrelevant,. and this man is hilarious dawg,2025-10-14 20:45:50,2025-10-14 20:46:00,32
2286,CallOfDuty,Irrelevant,Call of duty warzone (livestream) w/ subs,2025-10-14 20:45:50,2025-10-14 20:46:00,43
2286,CallOfDuty,Irrelevant,Call of Duty Warzone (livestream) with submarines,2025-10-14 20:45:50,2025-10-14 20:46:00,49
2286,CallOfDuty,Irrelevant,Warning zone (radar) with submarines,2025-10-14 20:45:50,2025-10-14 20:46:00,36
2286,CallOfDuty,Irrelevant,Call of 198 warzone (livestream) w/ subs,2025-10-14 20:45:50,2025-10-14 20:46:00,40
2286,CallOfDuty,Irrelevant,The Call of duty warzone ( livestream ) file w / subs,2025-10-14 20:45:50,2025-10-14 20:46:00,53
2286,CallOfDuty,Irrelevant,consisted of 3 warzone (livestream) w/ subs,2025-10-14 20:45:50,2025-10-14 20:46:00,43
2287,CallOfDuty,Neutral,"Stream over. Got the FiNN Damascus, moved to the sks now with the renetti being leveled up on the side too. The sks iron sights are TERRIBLE, but in shipment it doesn’t really matter too much lol.",2025-10-14 20:45:50,2025-10-14 20:46:00,198
2287,CallOfDuty,Neutral,"The FiNN Damascus is now moved to the Sks, where the Renetti is also leveled on the side. Sks Iron visors are TERRIBLE, but in shipping it does not matter much lol.",2025-10-14 20:45:50,2025-10-14 20:46:00,164
2287,CallOfDuty,Neutral,"The flow is over. Gets FiNN Damascus, moved to the cliffs now with Renetti aligned on the side too. Rocks are iron sights of TERRIBLEY, but in delivery it doesn't matter much.",2025-10-14 20:45:50,2025-10-14 20:46:00,175
