ID,Topic,Sentiment,Text,Timestamp,IngestedAt,TextLength
34,Amazon,Neutral,@ 61619477 Thank you for joining Grand Summoners.. watch the video to see if you won an Amazon gift card worth $100!. Retweet every day for another chance to win!.. Play GS Global now for FREE. 5 One Punch Man Unit!.,2025-10-14 08:50:10,2025-10-14 08:50:20,216
34,Amazon,Neutral,@Lautaro61619477 Thanks for entering Grand Summoners .. Watch the video to see if you won a FREE Amazon Prime card!. Like every day for another chance to win!...<unk> GS Global now for one FREE. 5 One Punch Man Unit!.  https://t.co/D3g70pptjF],2025-10-14 08:50:10,2025-10-14 08:50:20,243
34,Amazon,Neutral,@Lautaro61619477 sic Thanks everyone for entering Grand Slam Summoners.. Watch the video all to see if you also won a $ 100 extra Amazon Home gift card!. Retweet every day for another chance to not win!... Play GS Global now for a win FREE. 5 One the Punch Man Unit!. https://t.co/D3g70pptjF ],2025-10-14 08:50:10,2025-10-14 08:50:20,293
34,Amazon,Neutral,@Lautaro61619477<unk> for entering Grand<unk>.. Watch the video to see if you won a $100 Amazon gift card!. Retweet the tweet with another chance your win!... Play GS Global Code for a win. 5 One Well Man Video!. https://t.co/D3g70pptjF],2025-10-14 08:50:10,2025-10-14 08:50:20,237
35,Amazon,Positive,I am so lucky to work for a company that not only acknowledges the importance of their LGBTQ community but actively celebrates its associates. @amazon was the best career choice I could have made.,2025-10-14 08:50:10,2025-10-14 08:50:20,198
35,Amazon,Positive,"I am fortunate to work for a company that not only recognizes the importance of its LGBTQ community, but actively celebrates its employees. @ amazon was the best career choice I could make.",2025-10-14 08:50:10,2025-10-14 08:50:20,189
35,Amazon,Positive,"I am so lucky to work for a company that not only recognizes the importance of its LGBTQ community, but actively celebrates its success. @ amazon was the best career choice I could have made.",2025-10-14 08:50:10,2025-10-14 08:50:20,191
35,Amazon,Positive,I am so happy to work building a company that not only emphasizes the importance of their LGBTQ community but actively celebrates its associates. @amazon was the best career choice I could have made.,2025-10-14 08:50:10,2025-10-14 08:50:20,199
35,Amazon,Positive,I certainly am so lucky to work hard for a company that not only acknowledges the importance overseas of their LGBTQ community but actively celebrates its associates. Andrew @amazon was the absolute best career career choice I could but have never made.,2025-10-14 08:50:10,2025-10-14 08:50:20,253
35,Amazon,Positive,again am so lucky to work for a company that finally really acknowledges the importance for that LGBTQ community but similarly celebrates its associates. @amazon was the best career choice I could have made.,2025-10-14 08:50:10,2025-10-14 08:50:20,207
36,Amazon,Neutral,Check out this awesome looking PS5 Controller Docking station for just £19.99 on Amazon UK. amzn.to/3mqDTRP. .,2025-10-14 08:50:10,2025-10-14 08:50:20,112
36,Amazon,Neutral,Check out this fantastic looking docking station for PS5 controllers for just £19.99 at Amazon U.K. amzn.to / 3mqDTRP.,2025-10-14 08:50:10,2025-10-14 08:50:20,118
36,Amazon,Neutral,Check out this stunning-looking PS5 Docking Station for just £19.99 on Amazon UK / 3mqDTRP.,2025-10-14 08:50:10,2025-10-14 08:50:20,91
36,Amazon,Neutral,Check out their awesome looking PS5 Controller Docking station for just £19.99 on Amazon today. Go.to/3mqDTRP..,2025-10-14 08:50:10,2025-10-14 08:50:20,111
36,Amazon,Neutral,Check that out this awesome looking PS5 Controller Docking station fit for purchase just after £19. 99 on a Amazon UK. or amzn. to / with 3mqDTRP..,2025-10-14 08:50:10,2025-10-14 08:50:20,147
36,Amazon,Neutral,pulling out this fantastic looking Remote Gaming Docking station for just £19.99 right Amazon UK. amzn.to/3mqDTRP..,2025-10-14 08:50:10,2025-10-14 08:50:20,115
37,Amazon,Neutral,nan,2025-10-14 08:50:10,2025-10-14 08:50:20,3
37,Amazon,Neutral,It is not the first time that the EU Commission has taken such a step.,2025-10-14 08:50:10,2025-10-14 08:50:20,70
37,Amazon,Neutral,"At the same time, despite the fact that there are currently some 100 million people living below the poverty line, most of them do not have access to health services and do not have access to health care, while most of them do not have access to health care.",2025-10-14 08:50:10,2025-10-14 08:50:20,258
37,Amazon,Neutral,nan,2025-10-14 08:50:10,2025-10-14 08:50:20,3
37,Amazon,Neutral,nan,2025-10-14 08:50:10,2025-10-14 08:50:20,3
37,Amazon,Neutral,nan,2025-10-14 08:50:10,2025-10-14 08:50:20,3
38,Amazon,Negative,I refuse to buy books off of amazon. I miss the book store .,2025-10-14 08:50:10,2025-10-14 08:50:20,61
38,Amazon,Negative,I refuse to buy books on Amazon and miss the bookstore.,2025-10-14 08:50:10,2025-10-14 08:50:20,55
38,Amazon,Negative,"I refuse to buy books from Amazon, I miss the bookshop.",2025-10-14 08:50:10,2025-10-14 08:50:20,55
38,Amazon,Negative,I refuse me buy books off of amazon. I miss the book store.,2025-10-14 08:50:10,2025-10-14 08:50:20,59
38,Amazon,Negative,I simply refuse usually to buy books off of amazon. So I miss the book store.,2025-10-14 08:50:10,2025-10-14 08:50:20,77
38,Amazon,Negative,Please refuse to buy books off of amazon. You miss the book store.,2025-10-14 08:50:10,2025-10-14 08:50:20,66
39,Amazon,Neutral,This Audio Book Will Keep You Anything But Silent!!! “HUSH” amazon.com/dp/B07M7PRQ2T,2025-10-14 08:50:10,2025-10-14 08:50:20,86
39,Amazon,Neutral,"This audiobook will not keep you quiet!!! \"HUSH\" amazon.com / dp / B07M7PRQ2T",2025-10-14 08:50:10,2025-10-14 08:50:20,77
39,Amazon,Neutral,"This Audio Book Will Keep You Anything but Silent!!! \"HUSH\" amazon.com / dp / B7PRQ2T",2025-10-14 08:50:10,2025-10-14 08:50:20,85
39,Amazon,Neutral,This Fantastic Blaster Will Keep You Anything But Silent!!! “HUSH” Tor.com/dp/B07M7PRQ2T,2025-10-14 08:50:10,2025-10-14 08:50:20,88
39,Amazon,Neutral,This Audio Book Book That Will Keep Giving You Anything Happy But Silent!!! A “ HUSH that ” amazon. co com / dp / B07M7PRQ2T,2025-10-14 08:50:10,2025-10-14 08:50:20,124
39,Amazon,Neutral,This Audio Book to Keep Me Anything I Like “HUSH” amazon.com/dp/B07M7PRQ2T,2025-10-14 08:50:10,2025-10-14 08:50:20,74
40,Amazon,Neutral,@HC0RD3R0 Thanks for entering Grand Summoners  . . Watch the video to see if you won a $100 Amazon gift card! . Retweet everyday for another chance to win!. . . Play GS Global now for a FREE . 5 Golden Kamuy Unit!.  https://t.co/z5W0Jt1jsP,2025-10-14 08:50:10,2025-10-14 08:50:20,239
40,Amazon,Neutral,@ HC0RD3R0 Thank you for participating in Summoners.. Watch the video to see if you have won an Amazon gift card worth $100!. Retweet every day for another chance to win!.. Play GS Global now FREE. 5 Golden Kamuy Unit!. https: / / t.co / z5W0Jt1jsP,2025-10-14 08:50:10,2025-10-14 08:50:20,248
40,Amazon,Neutral,@ HC0RD3R0 Thanks for entering Grand Summoners.. Watch the video to see if you won a $100 Amazon gift card!. Retweet everyday for another chance to win!... Play GS Global now for a FREE. 5 Golden Kamuy Unit!.,2025-10-14 08:50:10,2025-10-14 08:50:20,208
40,Amazon,Neutral,@HC0RD3R0 Thanks for joining Grand Summoners .. See the video to reveal if you won your $100 Amazon gift card!. Retweet everyday for another chance to win!. >. Play GS Global now for a FREE. 5 Golden Kamuy Unit!.  https://t.co/z5W0Jt1jsP],2025-10-14 08:50:10,2025-10-14 08:50:20,238
40,Amazon,Neutral,@HC0RD3R0 Thanks for entering Grand Prize Summoners.. Watch the video to see by if you won a $ 100 of Amazon Video gift membership card!. x Retweet everyday for getting another chance to win!... Play GS Entertainment Global now for a prize FREE. 5 Golden Kamuy Unit!. 6 https://t.co/z5W0Jt1jsP ],2025-10-14 08:50:10,2025-10-14 08:50:20,295
40,Amazon,Neutral,@HC0RD3R0 Thanks to entering Bad Summoners.. Watch the below to see whether you won a $100 Amazon iTunes card!. Retweet everyday for another chance or win!... Play GS Video now for a break. Download Golden One Unit!. https://t.co/z5W0Jt1jsP],2025-10-14 08:50:10,2025-10-14 08:50:20,241
41,Amazon,Neutral,I played this interesting quiz on Amazon - Try your luck for a chance to win exciting rewards amazon.in/game/share/gQP….,2025-10-14 08:50:10,2025-10-14 08:50:20,122
41,Amazon,Neutral,ve played this interesting quiz on Amazon - Try your luck for a chance to win exciting rewards amazon.in / game / share / gQP....,2025-10-14 08:50:10,2025-10-14 08:50:20,129
41,Amazon,Neutral,I played this interesting quiz on Amazon - Try your luck for a chance to win exciting rewards amazon.in / game / share / gQP....,2025-10-14 08:50:10,2025-10-14 08:50:20,128
41,Amazon,Neutral,I noticed particularly interesting quiz on Amazon - Try your luck for second chance to win exciting rewards amazon.in/game/share/gQP….,2025-10-14 08:50:10,2025-10-14 08:50:20,134
41,Amazon,Neutral,I played myself this extremely interesting quiz show on Amazon - « Try your luck in for a chance to win those exciting rewards amazon. in / game / share / gQP ….,2025-10-14 08:50:10,2025-10-14 08:50:20,161
41,Amazon,Neutral,<unk> played this interesting quiz from Amazon - Try your calculator for a moment to earn exciting rewards amazon.in/game/share/gQP....,2025-10-14 08:50:10,2025-10-14 08:50:20,135
42,Amazon,Neutral,nan,2025-10-14 08:50:10,2025-10-14 08:50:20,3
42,Amazon,Neutral,It is not the first time that the EU Commission has taken such a step.,2025-10-14 08:50:10,2025-10-14 08:50:20,70
42,Amazon,Neutral,"At the same time, despite the fact that there are currently some 100 million people living below the poverty line, most of them do not have access to health services and do not have access to health care, while most of them do not have access to health care.",2025-10-14 08:50:10,2025-10-14 08:50:20,258
42,Amazon,Neutral,nan,2025-10-14 08:50:10,2025-10-14 08:50:20,3
42,Amazon,Neutral,nan,2025-10-14 08:50:10,2025-10-14 08:50:20,3
42,Amazon,Neutral,nan,2025-10-14 08:50:10,2025-10-14 08:50:20,3
43,Amazon,Neutral,Amazon is already altering the,2025-10-14 08:50:10,2025-10-14 08:50:20,32
43,Amazon,Neutral,Amazon is already doing the,2025-10-14 08:50:10,2025-10-14 08:50:20,27
43,Amazon,Neutral,Amazon is already making changes,2025-10-14 08:50:10,2025-10-14 08:50:20,32
43,Amazon,Neutral,Amazon likely already altering the,2025-10-14 08:50:10,2025-10-14 08:50:20,34
43,Amazon,Neutral,This Amazon is already altering the,2025-10-14 08:50:10,2025-10-14 08:50:20,35
43,Amazon,Neutral,Amazon is already selling the,2025-10-14 08:50:10,2025-10-14 08:50:20,29
44,Amazon,Neutral,I just purchased Don't Call Me Marky Mark: The Unauthorized Biography of Mark Wahlberg amazon.com/Dont-Call-Mark… via@amazon,2025-10-14 08:50:10,2025-10-14 08:50:20,124
44,Amazon,Neutral,I just bought Don't Call Me Marky Mark: The Unauthorized Biography of Mark Wahlberg amazon.com / Dont-Call-Mark... via @ amazon,2025-10-14 08:50:10,2025-10-14 08:50:20,127
44,Amazon,Neutral,I just bought Don't Call Me Marky Mark: The Unauthorized Biography of Mark Hebberg amazon.com / Dont-Call-Mark... via @ amazon,2025-10-14 08:50:10,2025-10-14 08:50:20,126
44,Amazon,Neutral,I just purchased a Call Me Marky Mark: A Unauthorized Biography of Mark Davis amazon.com/Dont-Call-Mark… via@amazon,2025-10-14 08:50:10,2025-10-14 08:50:20,115
44,Amazon,Neutral,I just purchased this Don'Don t Everyone Call Me Marky Mark : The Unauthorized Biography Album of Mark Matthew Wahlberg amazon. dot com / Dont - Not Call - Mark in … via@amazon,2025-10-14 08:50:10,2025-10-14 08:50:20,176
44,Amazon,Neutral,also just purchased Don't Tell Me to Mark: A Unauthorized Biography of Phillip Wahlberg amazon.com/Dont-Call-Mark... more,2025-10-14 08:50:10,2025-10-14 08:50:20,121
45,Amazon,Positive,"A quick tale. PS3 was too expensive at launch so I waited. After a couple of years, Sony found ways to bring the retail price down & I got my PS3 in an amazing offer. Amazon bundle included 2 Blurays and 1 game for $352.95. Then my new Sony credit card gave $100 statement credit! pic.twitter.com/oRTmBNP6Nn",2025-10-14 08:50:10,2025-10-14 08:50:20,307
45,Amazon,Positive,"A short story: The PS3 was too expensive at launch, so I waited. After a few years Sony found ways to lower the retail price & I got my PS3 in an amazing deal. Amazon bundle included 2 Blurays and 1 game for $352.95. Then my new Sony credit card gave me $100 credit! pic.twitter.com / oRTmBNP6Nn",2025-10-14 08:50:10,2025-10-14 08:50:20,295
45,Amazon,Positive,"A quick story. PS3 was too expensive at launch, so I waited. After a couple of years Sony found a way to lower the retail price and I got my PS3 on an amazing offer. Amazon included 2 Blays and 1 game for $352.95.",2025-10-14 08:50:10,2025-10-14 08:50:20,213
